,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,tempo_bpm,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,is_ai
What Makes You Beautiful,-127.33832,75.37399,-15.927587,25.130266,8.231003,7.5005093,-3.3061924,8.86576,-3.114422,6.490669,0.4709741,2.7366297,-1.773517,-1.99268,-3.5934143,-2.1040475,-5.4014645,0.88696736,-5.6458864,-3.7844388,123,0.40893343,0.42051545,0.43321946,0.49321106,0.5661108,0.3693262,0.37583283,0.36755422,0.42672336,0.37582403,0.33643252,0.52926135,0
What My World Spins Around,-107.44019,117.874374,-5.9476433,20.707542,3.018337,3.268066,-6.5739684,-2.37583,-1.2881505,-3.5331223,-4.569092,-0.61629516,-1.0658658,-5.077745,-0.800437,0.16576274,-10.753782,4.174535,-8.834505,-2.0795474,123,0.19384278,0.365308,0.4619797,0.28254464,0.4996647,0.2577181,0.43051654,0.2787455,0.27755082,0.44073066,0.24478783,0.2912598,0
What They Want,-178.80486,94.08905,18.24624,10.688839,-8.877888,-5.950719,-13.098046,-8.316689,-13.391822,-7.0075116,-1.6800348,-5.659102,-6.332773,-3.085802,1.1640387,1.6977872,-1.4049255,10.068722,1.2793112,6.6115203,135,0.37876484,0.5323901,0.24381459,0.31551322,0.5413621,0.26002005,0.27180338,0.2648351,0.51354754,0.33241564,0.24434981,0.33558312,0
What Would Pluto Do,-88.03354,96.93002,14.778423,7.462917,0.23038249,8.242177,-8.083341,6.378025,-4.098892,1.6334304,1.0253494,6.6331267,1.1551743,11.050995,4.0171776,5.583895,-1.6351088,6.5741415,-3.2578454,-0.30406937,95,0.42067054,0.44375706,0.3401728,0.43021607,0.4419201,0.55948687,0.48183212,0.45364016,0.41029456,0.36528632,0.41429225,0.29612896,0
What You Know Bout Love,-268.87332,123.21147,70.83827,30.12093,6.5547523,3.7589622,-5.4506865,-1.484875,-11.52733,-7.0898695,-12.001931,-10.054569,-7.4620266,-7.6647305,-6.112807,-1.0666678,-3.8264081,-2.8925705,-6.2914443,-3.2456894,83,0.45270485,0.35392585,0.42552006,0.349339,0.23318012,0.28781608,0.23426804,0.34403548,0.23240241,0.31578514,0.4072478,0.2989649,0
What's Love Got to Do with It,-221.51955,86.010605,29.394096,41.978558,13.496103,10.667241,-3.9275107,5.0002832,-2.9613316,3.7423613,-3.2597535,0.4194635,-0.5731886,3.5716655,-3.6679423,4.4220176,-4.068554,-1.2811824,-2.2166152,1.2538309,99,0.24665114,0.2618063,0.23743254,0.34290227,0.1701189,0.13267049,0.26391372,0.35751617,0.7311123,0.3942726,0.3300714,0.39146155,0
Whatever,-107.98071,56.478844,21.807486,36.011467,16.425192,1.3562573,19.375717,-12.043269,7.6675253,4.005843,-6.2308574,2.8239012,-3.463527,5.6567187,-7.81668,-2.3790214,-5.2041683,-2.9324589,-9.542632,-2.9454625,143,0.43936092,0.31239852,0.38233024,0.46818835,0.34275103,0.41236755,0.35337242,0.4715782,0.3627731,0.3156749,0.44245028,0.33546796,0
Whatever She Wants,-178.2857,93.917725,8.056591,20.989124,13.408989,0.23732038,7.8779435,12.967812,2.914395,15.692141,3.9671328,4.030868,6.9346986,4.302341,5.767578,9.485075,4.3944035,7.821374,5.2222624,4.7807956,95,0.4900202,0.3644388,0.38887492,0.37668622,0.5174518,0.44959322,0.36144614,0.41893128,0.5407415,0.68009233,0.5381744,0.5494518,0
When I Grow Up,-129.35933,83.58697,-21.93041,-2.8299336,4.3322773,1.9982109,13.149626,5.8019075,-9.019699,-8.478214,-8.707695,0.6252211,-4.135443,-8.9380455,0.96699,0.43585327,0.67908025,7.2741685,0.007428196,2.499346,112,0.24206305,0.39750314,0.4338136,0.33847034,0.41097838,0.3705779,0.2738669,0.27398357,0.28593794,0.38078976,0.32831138,0.2508673,0
When I Was Your Man,-197.80058,147.89186,-7.0640917,4.499945,9.131594,-7.4544272,-9.873759,-10.052821,-12.881482,-2.8501773,-6.317339,-11.395158,-9.0298605,-6.254073,-7.6893497,-7.804107,-12.233205,-12.22476,-11.698563,0.8188434,73,0.20329681,0.12815994,0.31402436,0.22743084,0.4099989,0.225381,0.19261213,0.37633935,0.18928134,0.38771707,0.12540734,0.12099033,0
When It Comes To You,-241.69089,107.89897,17.881828,-3.4763699,7.8571906,0.5109128,-15.400992,-3.4508646,-8.029785,-11.251947,-18.816675,-10.423151,-12.494108,-14.049808,-12.995159,-8.453324,-8.098879,-6.982933,-9.453699,-3.2351067,135,0.4296702,0.2158872,0.34670764,0.41685662,0.18806951,0.2712027,0.16367438,0.24932179,0.2385063,0.12751736,0.14520608,0.18218818,0
When It Rains It Pours,-52.777683,98.66117,-9.842927,28.79575,7.203993,7.912147,-2.6312442,4.4555306,-1.3750882,0.4298691,-3.3460498,4.7066,-5.8253627,0.6312607,-6.2713013,5.43236,-5.324659,0.049078975,-1.0761647,-1.6731713,129,0.26355532,0.5683538,0.25138402,0.20821889,0.18710724,0.35826504,0.57974434,0.2774384,0.2867111,0.22480136,0.39668873,0.27190256,0
When I’m Gone (with Katy Perry),-34.239613,78.84087,13.922712,23.605843,6.034248,4.788814,5.5663314,3.9512086,3.27568,5.778014,-3.1816182,-1.3020506,-3.8164704,3.5065336,-1.1350605,0.4024936,1.3394936,-1.1843663,-4.7764864,0.18944462,123,0.40827242,0.30551606,0.35600924,0.2350771,0.39265198,0.27878758,0.25081778,0.3522221,0.26401663,0.39278927,0.27785373,0.33455402,0
When We Were Young,-303.8182,145.93402,34.308876,14.296199,16.844671,9.688425,9.275039,7.771288,-1.4735341,3.674973,0.6345777,0.56953096,-0.63296396,0.015081777,-1.9972928,-5.2358785,-0.48840317,-1.7773706,-5.9159675,0.8453607,135,0.21475056,0.15691285,0.22897148,0.3936974,0.24277978,0.23572275,0.21916872,0.3195705,0.25391895,0.16726428,0.31513602,0.22636269,0
When You're Gone,-146.9918,104.330765,8.714756,11.415659,8.255642,-6.7789097,1.368485,-12.295062,-9.4186,-8.565386,-6.8576713,-1.8653754,-13.017221,5.609212,-8.005608,-2.2939649,-8.218509,-6.5288734,-5.326124,-3.7228947,143,0.4311969,0.17898932,0.15384789,0.16829102,0.43124896,0.45254725,0.19138858,0.18130219,0.1398832,0.28994572,0.20610522,0.18357709,0
Where Are Ü Now (with Justin Bieber),-144.64444,84.59921,13.663489,25.860373,-11.005387,-12.306689,0.06995333,-7.0446763,-5.717193,3.0520518,-10.987847,-6.5748982,-6.51764,-1.3710917,1.6319441,7.4545794,8.581197,9.323105,1.0697719,5.1642,143,0.10686441,0.08935601,0.17867276,0.09353849,0.14285147,0.07101855,0.23916286,0.58978057,0.27263743,0.38487685,0.1447041,0.15411966,0
Where It Ends,-124.04683,117.09111,-3.675317,-3.6249075,3.7446685,-2.9870286,-13.23265,-2.8933203,-12.554405,-6.3031397,-12.291021,-6.5499454,-10.221635,-1.709639,-6.232605,-4.585468,-9.694468,-8.061448,-11.113345,-6.471482,172,0.3081521,0.6019504,0.19783169,0.16058055,0.27123603,0.20293112,0.35323417,0.2027655,0.37305048,0.3803112,0.3260805,0.3424372,0
Where You Are,-114.5216,106.079926,21.431341,3.5570073,19.863209,-7.530656,6.886339,-4.195104,3.2347639,-2.640198,-8.626523,0.80747056,-9.5954075,3.4284418,-3.8032439,-3.90227,-7.4209347,-1.1315966,-7.282118,-5.0657215,129,0.46324527,0.24967198,0.2674109,0.23363826,0.38053614,0.30723134,0.33249977,0.46661428,0.39317033,0.58811224,0.34728754,0.45923698,0
Where the Wild Things Are,-132.97392,98.47093,7.339965,32.38986,14.724782,10.857832,4.2269006,7.1481705,-7.5680947,2.3692422,0.3775972,2.1692882,-4.7500257,-1.0349401,-7.616823,-1.6581844,-10.045359,-4.3258815,-4.6057954,-4.551822,117,0.26959902,0.2941585,0.5045495,0.65878856,0.3199333,0.35282862,0.25279525,0.34821266,0.2857024,0.2673089,0.35701883,0.21991321,0
Whiskey Glasses,-84.04205,116.16872,-8.523067,16.497427,-1.3600239,5.432055,-8.059241,1.5429517,-7.1854367,-4.7287445,-5.1278553,-1.5411803,-4.7615323,-2.770625,-6.1518726,0.9465914,-13.975392,-1.4242082,-8.790995,-3.449433,151,0.24523889,0.43337262,0.2318338,0.28302753,0.23490737,0.27524856,0.39697275,0.2389082,0.31503776,0.25888374,0.42303017,0.308574,0
Whiskey On You,-67.17064,90.69329,-3.591226,52.394737,15.328703,13.547133,0.39796674,9.920844,1.4372662,-1.261839,-4.5523324,3.7440882,-7.33795,-0.31850204,-6.2655873,9.742438,-2.0064852,3.7625911,3.6182427,1.3586477,112,0.26062304,0.276291,0.33639246,0.5632652,0.33509502,0.36262396,0.19995521,0.27346686,0.5120166,0.22770728,0.23226751,0.16532546,0
Whistle,-132.13358,68.5554,-5.157999,16.382166,13.305323,6.261281,0.7985144,5.623651,-11.813078,3.588767,-3.7154393,-3.5413458,-4.609623,-0.6059493,-1.8820033,0.376938,-8.7621565,-1.4234521,-6.0460367,-4.6082025,103,0.4103225,0.22232127,0.25034493,0.25042325,0.4060394,0.22387384,0.23186183,0.35175574,0.2645633,0.3440066,0.25517935,0.37836796,0
Whistle (feat. Calum Scott),-91.00084,101.23969,-27.970098,11.002455,-3.5775597,-3.335243,-9.106065,-6.332284,-13.971607,-5.495364,-11.085601,-6.4819493,-14.332252,-6.430859,-15.508027,-12.247351,-14.367206,-2.7026205,-8.938608,-6.932438,123,0.21862517,0.32148036,0.1635472,0.21840025,0.21841568,0.41653273,0.3295629,0.2214398,0.3204214,0.22069651,0.5061997,0.20621727,0
White Tee (with NO1-NOAH),-236.5617,86.88422,39.636574,12.999568,5.0798326,-16.713188,-18.947937,-26.04719,-33.7451,-12.0191765,-18.403553,-6.8367567,-13.54605,-7.6171875,-3.9345973,-2.2714837,-3.7892077,-3.4762304,-3.6710541,2.732478,61,0.50861144,0.4769502,0.20860909,0.31859604,0.23983786,0.53986746,0.39261204,0.2486991,0.3393266,0.17309128,0.31077582,0.19180362,0
Who Needs Love,-204.20946,111.72792,0.548471,0.8458344,-2.4382079,-7.8786597,-2.1218667,0.011148269,-15.333465,-2.090389,-8.1567335,-6.8450146,-3.5194187,-4.2559886,-8.164429,-7.2619605,-6.7186246,-5.08979,-3.6858945,0.9977115,107,0.56427187,0.2812997,0.26397905,0.32104883,0.25128278,0.3101476,0.2912268,0.39243755,0.27231535,0.21564014,0.3265334,0.2891337,0
Whole Lotta Choppas,-41.54512,66.17374,32.47256,11.353604,18.839548,19.148558,0.8797205,21.150677,-0.41128534,10.918134,4.252413,6.8943844,4.216639,5.105372,2.5765605,4.2655087,0.028154427,4.4732385,0.6856871,4.5950155,129,0.60888326,0.47650728,0.4339296,0.47086468,0.44895533,0.503613,0.55956054,0.59268457,0.51924145,0.5193795,0.58964777,0.636689,0
Why Not,-35.528416,97.6175,8.81477,4.489279,0.42682838,13.413884,0.4966932,14.859155,-1.5125612,6.70046,2.676333,7.5832157,-0.4113507,4.7149105,0.73543364,4.033348,0.4033429,1.7512536,0.41525286,1.8563226,117,0.42417356,0.56103927,0.6435053,0.46928865,0.39169234,0.42304885,0.5203927,0.5173743,0.4988882,0.5217498,0.43080395,0.37334856,0
Wide Awake,-187.48628,104.39286,23.0351,19.44538,11.395786,-3.6834252,-6.028354,-8.231594,-16.138899,-3.2121768,-14.381911,-4.635339,-9.700557,-8.714423,-11.972887,-11.29128,-6.4454846,-1.3913195,-1.7162417,4.7346153,161,0.55894643,0.2593772,0.21218084,0.13941586,0.1840167,0.6099288,0.28139266,0.41746163,0.19330616,0.17794806,0.2659369,0.23814978,0
Wife,-66.837395,81.2215,16.834776,17.036371,0.046194166,11.59992,2.2058983,3.6427143,2.395776,2.8042943,1.1683543,-0.32679048,1.3149346,2.2207546,-2.9211187,-0.19007973,-4.225247,4.0633936,-3.2909458,0.3422706,123,0.53581136,0.5403936,0.5669764,0.5315629,0.4939723,0.45551822,0.4725063,0.39338934,0.38332668,0.5060164,0.5139674,0.50436777,0
Wiggle (feat. Snoop Dogg),-144.10184,67.646614,-8.185975,-2.510394,-2.2903495,-0.59498864,-9.045774,-3.3190813,-13.541119,-2.9749012,-6.3791714,-5.362093,-7.8712254,-6.476759,-6.552373,-1.3656492,-5.237206,-2.7778766,-8.484608,-5.5175924,161,0.35308468,0.26959446,0.38247523,0.26334423,0.41440877,0.30370238,0.23734912,0.2821049,0.28838524,0.40078646,0.22638395,0.31461793,0
Wild Side (feat. Cardi B),-169.39961,89.0456,22.123047,37.873306,13.0227585,20.966455,14.065962,7.5140944,8.881896,10.416419,-3.4955783,7.082868,2.1098747,7.45605,1.8387353,5.6101665,3.480425,5.1521306,0.7173812,3.592688,107,0.35035908,0.42889807,0.48353156,0.33939895,0.3957888,0.44555187,0.5345402,0.41655785,0.38522407,0.44674957,0.3438235,0.35937583,0
Wild Thoughts (feat. Rihanna & Bryson Tiller),-76.31539,91.83474,21.461506,27.728418,11.886984,1.2812988,3.3084173,-0.8115621,-0.73104995,3.4014883,-3.0011487,5.322361,-2.4900072,6.839023,-3.226628,1.468088,-0.44036457,2.7168362,0.4126986,3.0376198,99,0.4737619,0.36697525,0.44152474,0.39636686,0.3276565,0.4261268,0.4140734,0.56107473,0.34227175,0.30507573,0.34453627,0.33785984,0
Wild as Her,-131.2074,111.31514,-2.7312162,23.827213,7.2002044,0.3775542,-6.7897162,6.19259,-3.8100955,-2.0089588,-7.49092,-0.69272316,-10.294635,-2.7469132,-6.9653473,-4.589216,-10.437377,-3.3578959,-8.103834,-5.7681823,151,0.36862803,0.2036343,0.24837115,0.19616869,0.3524646,0.18525398,0.32086834,0.5083875,0.23588638,0.24186565,0.20882614,0.413351,0
Wildberry Lillet,-106.82306,42.084507,0.42551064,7.6743784,3.1565087,-8.985632,-2.6939137,-13.61508,-5.9835505,-3.894966,-11.498912,-4.7816257,-11.746499,-1.486607,-13.950606,-3.640118,-9.278109,-2.0849197,-4.1631966,-1.0474013,135,0.33880112,0.4370643,0.25256574,0.2414349,0.26874706,0.26833603,0.34643355,0.25739408,0.4063494,0.29968804,0.2738045,0.33479497,0
Wind Up Missin’ You,-122.52975,139.0054,-15.939375,16.288752,6.685862,-1.1887192,0.614109,-7.714468,-3.8716788,-1.871427,-0.5132212,-3.1862025,-7.145026,-1.5547456,-4.175432,-3.893813,-9.755081,-4.1832013,-9.338122,-10.181857,86,0.24535774,0.4180553,0.18849145,0.239972,0.21165535,0.38353974,0.5092682,0.22759381,0.24185729,0.26593128,0.5249876,0.32964912,0
Wine Into Whiskey,-149.54878,146.6969,-2.330645,23.123262,20.662762,1.3779148,4.568003,-8.266037,-4.0116434,2.3523881,-3.091574,-4.7187414,-5.482949,-4.1488767,-7.889712,-3.4786537,-8.124049,-6.0361176,-4.6552787,-2.8528433,99,0.14823659,0.19894789,0.2208217,0.50330347,0.36726576,0.23632385,0.39136413,0.23727483,0.38024563,0.17147604,0.19999003,0.24780133,0
Wish,-208.15808,65.97948,-26.889921,-9.752374,-3.59679,6.2004204,-2.6057298,1.2421694,-14.66314,-7.733626,-9.982518,1.6469178,2.3296323,-4.7334385,-13.800848,-18.16535,-22.389303,-9.966564,-11.785616,-10.387096,95,0.27561718,0.52743304,0.27376986,0.4506127,0.2797724,0.19045426,0.16878533,0.15687199,0.30415395,0.1337862,0.21306235,0.37797347,0
With You,-96.54361,111.35357,15.528662,30.244982,11.1127615,13.41854,-1.0585667,5.470162,-2.1516619,4.371306,-3.17012,4.2358866,-5.361438,-2.528102,-3.500932,2.8333318,-4.543567,1.592529,-1.6812578,0.7849482,117,0.2375588,0.47240332,0.51332176,0.2607382,0.254118,0.22930427,0.57398814,0.31110102,0.25858444,0.42045996,0.27683526,0.34514597,0
Without Me,-252.19336,106.97359,43.904514,6.6313233,5.914445,-0.5998537,-7.098542,-5.372525,-7.4395423,-11.167242,-6.877501,-11.6811285,-16.661888,-12.95344,-15.20954,-12.424963,-11.118556,-4.787157,-4.7344785,-2.66603,135,0.2234535,0.28745076,0.1916235,0.28819025,0.17457569,0.2681058,0.37295765,0.2523859,0.4323207,0.21400173,0.3315234,0.3522907,0
Without You (feat. Sandro Cavazza),-121.296074,111.39575,-13.813363,25.699028,10.773234,1.1504114,-1.8985647,3.6049163,-3.086995,7.5404034,1.6219645,6.0740867,-1.4483175,-3.2525685,-7.101056,-5.6358275,-5.7238436,1.0074836,-1.014114,6.2502804,135,0.2416238,0.34341994,0.50246227,0.2325397,0.2225596,0.18634856,0.41851583,0.29955468,0.18595417,0.24173127,0.16798267,0.22175197,0
Woah,-153.46977,89.951324,0.49953136,-5.328314,0.9945809,14.6417,-12.852193,-2.9369588,3.0740018,-1.666907,1.36594,7.523427,-4.7374206,-2.6321607,-3.756584,-1.6153636,-4.42718,-1.1888651,-1.4458634,4.6834617,143,0.2334116,0.23987095,0.35988528,0.54814214,0.33093303,0.43130308,0.47651768,0.21326876,0.26032153,0.27639994,0.54356635,0.33319485,0
Wockesha,-230.4105,85.188385,15.590016,12.651689,-1.7563297,-8.972187,-15.165582,-14.461563,-14.3626795,-15.109127,-8.113693,-4.858526,-8.045655,-2.5457635,-7.411006,-4.453404,-3.659979,-8.046855,-4.8198195,-1.8624752,103,0.5041369,0.3343238,0.30352944,0.3591117,0.50577676,0.355456,0.30497143,0.3048926,0.29407448,0.36690998,0.33931336,0.48921242,0
Won't Forget You (Edit),-99.50156,94.613655,37.07754,22.747162,12.024959,21.726707,13.218708,17.594034,-4.28087,13.6016655,4.6100583,12.545618,2.8456712,6.022559,4.2911034,3.556446,-0.37192595,5.8017035,-1.1076792,3.9317093,129,0.5302986,0.37312582,0.3734252,0.32591364,0.3367325,0.42826876,0.43524066,0.56328905,0.36983714,0.3983981,0.5678672,0.52539355,0
Wonder,-119.56485,136.0609,28.013815,15.286473,8.71498,14.492614,5.682245,-1.343459,3.1484678,3.5897267,-0.12137493,2.2885132,-9.847883,2.8631473,-4.0074353,1.6863781,-3.4562757,-0.7699959,-3.5830848,-0.5085157,135,0.23822053,0.34405068,0.17018056,0.22750647,0.48549786,0.26461503,0.3437802,0.2505478,0.4360909,0.35399514,0.24338326,0.35612756,0
Words (feat. Zara Larsson),-106.4481,104.828606,-7.891653,15.483099,-5.926458,3.9705644,1.6814023,-9.448667,1.3197174,-8.238372,-8.302828,-10.725602,-10.482858,-6.5769277,-12.22233,-3.3061955,-7.23539,-4.8579564,-12.263786,-5.5598536,61,0.24852659,0.36961934,0.2426554,0.29363304,0.18248193,0.38819194,0.29379138,0.20633844,0.35818824,0.27646488,0.5613022,0.2127562,0
Work Out,-109.54611,93.107994,1.4186244,25.319305,0.6472746,15.88219,1.1314535,7.9591837,0.8208505,4.1707535,-3.431423,11.439869,0.9130595,3.9327097,1.70304,3.30382,-0.5819279,7.8235564,3.8060095,7.792946,95,0.41589087,0.42726853,0.55635333,0.53685874,0.519696,0.46631247,0.32716808,0.27809885,0.3001081,0.48404172,0.41114283,0.34716228,0
World Cup,-82.21209,106.7029,-48.77046,-8.228893,-25.334461,-2.409969,-14.87549,-1.156662,-9.943532,-1.637924,-1.3967746,2.7322242,-3.0802536,0.5314503,0.35549152,-1.322316,-0.8443318,4.5409594,-1.2960145,-1.11732,117,0.35372955,0.3715373,0.502232,0.50434434,0.4263158,0.39219624,0.38773066,0.52076197,0.38039,0.39664885,0.37108243,0.2933176,0
World Hold On (Children Of The Sky) - FISHER Rework,-136.99646,10.327733,12.102414,20.392818,19.318808,19.340239,2.4952703,12.197843,5.5578356,11.177358,4.6824784,9.156036,6.4973598,9.09865,7.01217,6.19948,2.658045,1.7359246,0.12583931,-0.109858535,129,0.6301472,0.6476728,0.6708342,0.5754972,0.5036076,0.48076373,0.4988581,0.51423836,0.6359041,0.66894126,0.7077348,0.7053274,0
World's Smallest Violin,-89.58785,73.7456,-12.818082,6.5175347,-8.747078,-4.7174997,-5.863921,-5.85347,-13.777214,3.9465563,-12.303769,-3.0489724,-8.318283,-5.270514,-3.7886202,-0.19492076,-8.301791,-1.0346745,-6.2342067,-4.859989,117,0.4896006,0.27102122,0.26057994,0.17657912,0.2441088,0.27304345,0.26223695,0.36844927,0.22241905,0.39459807,0.39627144,0.3070504,0
Worth It (feat. Kid Ink),-81.80546,64.573494,-8.491036,29.95288,5.104304,19.224716,6.9946012,13.594948,9.787153,9.435111,2.5890057,15.66969,5.4086957,14.124352,3.9813573,4.9838977,0.24469875,-0.9008131,-0.57791436,5.712979,99,0.58929056,0.3982545,0.37338984,0.4672694,0.2765555,0.24193041,0.36564493,0.47773594,0.31900007,0.24938191,0.29938433,0.43727195,0
Wreckage,-40.827576,93.7731,-10.589239,28.002533,7.3882065,15.790081,5.878913,9.678647,4.507825,4.900968,0.4781151,0.5021425,-1.7308731,1.2349175,-4.686298,7.4406,-0.20216325,-3.5924103,-7.6696806,0.724642,103,0.30843422,0.2634196,0.49759558,0.27600947,0.30192277,0.35208482,0.5036327,0.46105415,0.27243593,0.3830036,0.31370226,0.5908701,0
Wrecked,-149.35916,112.20002,-2.65609,40.52382,14.3509655,12.219663,3.56178,4.6317697,1.3725675,-2.305458,-0.65225756,5.4592547,-4.387532,-6.075103,-7.081348,-1.2141333,-3.6083312,-2.4533916,-1.7774345,0.7629334,184,0.35188344,0.20077415,0.30351892,0.40834713,0.22861242,0.2367271,0.1854031,0.3388861,0.26158276,0.2011674,0.3399579,0.24110147,0
X ESO BB,-183.86043,40.482807,-42.877834,-2.1798615,-6.8422656,-2.0071847,-16.696207,4.804393,-6.8066974,-7.831221,-5.3632083,-3.9943643,-6.1782765,1.1790354,-3.0015404,-4.6449175,-10.7950115,-2.0085557,-16.47884,-6.741282,99,0.5831248,0.27013883,0.2129818,0.25118795,0.34313428,0.19963336,0.27754447,0.29173183,0.17342508,0.31007916,0.23765337,0.38070372,0
X SI VOLVEMOS,-178.19066,99.65727,6.5125394,9.774514,2.0597112,-1.7466648,7.006322,-5.1380734,-2.321241,-0.36828008,-10.764989,-3.684076,-7.3130774,-3.3548188,-10.210451,-5.2286367,-3.5297062,0.79456663,-1.9065962,1.6117889,117,0.1799446,0.25882816,0.19691415,0.31825373,0.35426462,0.26740715,0.4174217,0.21361288,0.32507887,0.2734483,0.19903515,0.20440112,0
X ÚLTIMA VEZ,-189.16522,83.08208,13.785549,10.029907,3.0193253,-1.0909663,1.6208212,-1.5489231,-20.348068,1.9561816,-2.8036194,-6.2016015,-4.0491934,-8.075154,-9.504454,-3.679881,-12.500062,-2.1976004,-4.3438253,-6.1683235,89,0.14705394,0.21876119,0.37750557,0.23964158,0.32817277,0.23536243,0.39213973,0.25033754,0.19533953,0.3659574,0.21588041,0.24678068,0
X1,-107.84767,110.34514,-4.586883,16.063337,0.6954791,-5.2380886,-12.3178,-12.449537,-25.279085,-8.95179,-9.46721,-12.229221,-11.057094,-8.5985565,-8.828705,-6.926715,-9.5395975,-5.468754,-12.9101,-8.588598,123,0.35375395,0.203614,0.4019899,0.41584247,0.19113228,0.18827365,0.23577812,0.5051655,0.24216771,0.30331907,0.42663512,0.20760249,0
XO Tour Llif3,-224.54948,96.037125,-9.373894,1.1771587,-8.446604,-7.1102533,-6.495768,-5.128795,-9.63187,0.64487046,-1.6760945,-3.8669343,-8.470293,-7.191054,-6.533114,-6.273767,-6.5662704,-5.3553953,-3.4409456,3.2219434,151,0.17836611,0.25785848,0.30777714,0.20836627,0.37058166,0.27605408,0.5764832,0.30015224,0.1628766,0.1849392,0.17869304,0.31984147,0
Y Si Se Quiere Ir,-72.44265,83.93637,5.2267795,26.299862,5.1392655,7.5977263,-4.8765526,1.3107737,-6.5183854,-2.9868903,-4.2589126,-2.84023,-7.0870137,-3.973138,-7.142069,-5.3670373,-5.203471,-0.15078601,-4.2992005,-4.0204887,143,0.38558298,0.21443333,0.35823464,0.45248657,0.25526342,0.28380567,0.22076829,0.4190807,0.33789843,0.30443168,0.47061458,0.3789672,0
YEAH RIGHT,-232.75024,116.33898,-19.411005,3.0960739,-16.813847,-19.608702,-11.521531,-27.769075,-13.5689125,-2.6606214,-8.221967,-2.8250968,-1.4197552,-3.5576103,-2.95696,-0.66305786,-7.767486,-6.076472,-1.7465045,0.863984,112,0.58191717,0.21111362,0.14219247,0.33981293,0.23185557,0.37774947,0.18792169,0.21944387,0.20632152,0.16244373,0.17016742,0.25522494,0
YESHUA - dance cruise,-114.80425,100.38885,1.4482985,3.2957647,6.2070675,16.8476,1.880003,3.2011027,4.2194414,-7.2035704,-8.364327,0.4361783,-1.9977688,-8.566696,-0.717498,12.195267,3.393343,9.752451,0.66961044,4.838548,99,0.33356705,0.3483646,0.3019334,0.2934221,0.39470336,0.2519116,0.31159362,0.24446332,0.43913028,0.6145717,0.37773982,0.3872276,0
YUM YUM - Slowed,-25.88165,124.0357,9.205034,21.952684,4.526489,9.478709,3.4128623,6.2001524,-1.003458,4.2467237,0.020323431,5.537015,-2.7653565,4.0932536,-0.4113005,1.8142226,-1.2155712,6.0554013,-1.0806787,0.20386536,107,0.41670552,0.43547937,0.44230506,0.57740194,0.43287635,0.5613954,0.4001066,0.38854396,0.40581307,0.4123234,0.73652774,0.4762956,0
YYYYYYYYYY,-102.48104,86.73483,-37.383987,28.578735,-24.960686,0.68520445,-13.743092,-4.728422,-8.48137,-2.818441,-3.9930892,-6.009564,-1.1574432,-0.21531011,-1.8240389,-1.1339924,-3.9384618,2.5478837,-4.148498,-0.7877255,99,0.38067445,0.38232592,0.4228724,0.3980812,0.43556893,0.47936195,0.64759856,0.61384594,0.45863098,0.5340642,0.54265726,0.52984047,0
Ya Acabo,-171.13191,84.41418,25.111664,23.106596,6.2209334,4.489278,11.990319,4.288868,-8.355397,-2.419085,-5.62748,1.8194851,-5.4892626,0.5124441,-9.026554,-3.1880496,-3.5138216,-3.649724,-2.9838088,-7.977391,129,0.36797976,0.23413658,0.41755548,0.29290518,0.28757507,0.20818673,0.17407058,0.30535334,0.20919341,0.25959376,0.15501165,0.24649222,0
Ya Lili,-157.21188,89.57343,10.889502,18.753298,4.0305758,-12.465931,7.4621134,-0.9906055,-0.40145844,-0.37407842,-4.7630353,1.9343652,-3.386232,-1.4529911,-2.3025768,9.743311,7.6742773,4.4922147,-0.6378073,3.6346076,184,0.20310757,0.21404925,0.36151916,0.3090039,0.26363283,0.3709478,0.29527882,0.45121884,0.30409026,0.4546419,0.3207618,0.17055167,0
Ya No Estoy Dolido,-88.841385,91.35026,4.8532734,22.807266,6.680042,13.9217,-1.1181877,5.333805,2.2522442,7.991942,1.8206995,9.603166,3.5605476,6.1986356,0.36753038,1.410528,-1.6563573,4.9327235,4.333168,6.9504523,123,0.41094592,0.423142,0.32808647,0.40697378,0.31429923,0.42350137,0.3091517,0.3879452,0.4106698,0.29040715,0.31814578,0.27767202,0
Ya No Tiene Novio,-48.341743,70.76912,-3.134346,11.569055,-0.76689523,-4.3895106,-4.318951,2.3670669,-6.450704,7.290086,-3.3857467,0.72047126,-1.2802727,2.2254207,0.17878756,1.6527375,-4.160208,0.475403,-4.389686,-1.0817976,92,0.45159653,0.3330844,0.43426892,0.26735026,0.27080566,0.32931453,0.29359162,0.41231453,0.26859415,0.34418973,0.3166039,0.30233216,0
